amount_tsh,funder,gps_height,installer,longitude,latitude,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,scheme_management,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group
0,224,233,275,39.590920399999995,-10.85970886,8,8211,13,9,4,117,1449,560,2,9,2,1982,14,11,6,8,5,1,3,7,3,1,1,4,1,1,3,2
500,893,1395,248,34.64262739,-8.84835978,7,5170,4,11,4,92,1941,86,2,10,2,1978,4,2,1,11,5,4,2,7,3,2,2,7,5,2,2,2
2400,146,1558,203,35.48846432,-7.74645202,7,2769,4,11,1,25,1639,1,2,7,2,1994,4,2,1,8,5,3,1,7,3,1,1,9,7,1,2,2
500,365,530,428,36.87102331,-7.08120089,9,5168,12,5,1,37,1881,100,2,7,2,1996,10,7,4,8,5,4,2,7,3,2,2,8,6,1,7,6
0,514,1599,162,29.75400618,-4.6295314,4,5425,6,16,3,32,481,175,2,7,2,2009,4,2,1,8,5,7,7,7,3,2,2,9,7,1,2,2
0,196,1287,253,30.03524662,-4.77333277,4,7560,6,16,2,29,1718,120,2,8,2,2009,4,2,1,5,1,1,3,7,3,3,3,9,7,1,2,2
0,251,1663,248,36.65722207,-3.14928068,1,4456,1,2,2,1,1648,150,2,7,2,2000,4,2,1,8,5,1,3,2,2,2,2,9,7,1,2,2
30,251,80,226,39.36132617,-10.30066611,8,7344,8,80,23,48,1285,231,1,7,1,2010,4,2,1,8,5,5,6,7,3,2,2,7,5,2,2,2
50,1,-40,1,39.3509804,-6.8548894,9,7504,2,7,3,120,1167,30,2,5,1,2000,8,5,3,3,2,5,6,5,5,2,2,4,1,1,2,2
4000,91,1945,110,35.88135449,-8.22760955,7,551,4,11,7,35,33,150,2,7,2,2003,4,2,1,8,5,3,1,7,3,2,2,7,5,2,2,2
2000,773,1579,853,35.17804682,-9.60516509,7,8298,4,11,4,92,598,230,2,10,1,2008,4,2,1,11,5,3,1,7,3,2,2,9,7,1,2,2
0,189,1324,248,31.21437234,-8.42267718,4,1640,16,15,2,114,513,350,2,7,2,1986,4,2,1,8,5,1,3,7,3,3,3,7,5,2,2,2
0,442,1191,248,33.089855199999995,-2.08291095,5,2072,14,19,1,122,71,300,2,9,2,2009,10,7,4,8,5,1,3,7,3,3,3,3,5,2,2,2
1000,308,1684,170,31.17736832,-7.85162161,3,6100,16,15,3,93,533,150,2,7,2,1982,4,2,1,8,5,3,1,7,3,2,2,7,5,2,2,2
0,251,1540,225,37.60056127,-3.24217264,6,8101,7,3,1,97,552,1,2,1,2,2008,4,2,1,1,1,4,2,7,3,3,3,9,7,1,2,2
50,366,92,248,38.96232591,-6.74666472,9,3645,15,6,2,30,1849,1,2,8,2,2010,8,5,3,8,5,5,6,7,3,3,3,7,5,2,3,2
50,914,1282,1043,36.60039595,-5.75361423,9,621,9,21,5,42,1803,2300,2,7,2,2010,4,2,1,8,5,5,6,4,4,3,3,1,2,2,2,2
0,235,393,286,38.63157083,-10.76147928,8,5182,13,90,33,58,1436,1,2,7,2,1985,10,7,4,8,5,7,7,5,5,1,1,8,6,1,7,6
0,251,1058,635,31.05507241,-6.34349335,3,4875,16,15,1,76,1162,1,2,8,2,2006,8,5,3,9,1,1,3,7,3,2,2,1,2,2,2,2
0,235,302,286,38.97742972,-10.86109524,8,1351,13,90,33,58,173,1,2,7,2,1985,10,7,4,8,5,7,7,7,3,1,1,8,6,1,7,6
50,334,41,388,40.15285576,-10.62706703,8,49,13,99,1,78,145,250,2,7,2,2000,8,5,3,8,5,5,6,7,3,2,2,4,1,1,3,2
0,949,1240,1047,35.10044317,-10.97260452,8,7915,17,10,3,62,631,50,1,11,2,2012,4,2,1,12,5,7,7,7,3,2,2,9,7,1,2,2
30,160,204,244,38.23944534,-6.63514837,9,3059,15,6,1,4,137,200,2,7,2,2005,7,11,6,8,5,5,6,7,3,2,2,1,2,2,2,2
0,176,1575,232,35.29462929,-4.42805372,1,117,9,21,2,18,234,247,2,7,2,2011,4,2,1,8,5,1,3,7,3,3,3,9,7,1,2,2
8000,971,113,1019,38.86026735,-6.78389746,9,8312,15,6,2,30,1795,26,2,3,2,2010,8,5,3,8,5,4,2,7,3,2,2,7,5,2,2,2
0,251,1502,307,34.7977164,-4.79860701,1,2767,19,13,4,111,1887,42,2,7,2,1984,15,12,2,8,5,1,3,7,3,1,1,4,1,1,5,4
50,657,118,1018,38.86400648,-6.83030933,9,198,15,6,2,30,1795,40,2,4,2,2010,4,2,1,8,5,5,6,7,3,3,3,7,5,2,2,2
0,403,21,474,39.16671243,-7.01882928,9,6347,15,60,43,70,1826,543,2,7,1,2007,10,7,4,8,5,1,3,7,3,1,1,8,6,1,7,6
0,138,1648,191,34.75465312,-1.78533397,5,3343,10,20,2,104,700,861,1,2,2,2001,4,2,1,12,5,1,3,7,3,1,1,6,4,2,2,2
300,115,302,148,36.99767453,-7.59787404,7,6104,12,5,1,37,593,50,2,7,2,2011,4,2,1,12,5,6,4,7,3,2,2,7,5,2,2,2
100,799,736,875,36.82022659,-7.36729127,7,2585,12,5,1,37,698,120,2,7,2,2010,4,2,1,8,5,4,2,7,3,2,2,7,5,2,2,2
0,593,1922,678,31.59399978,-8.05093808,4,5140,16,15,4,115,1139,530,2,7,2,1984,4,2,1,8,5,1,3,7,3,1,1,9,7,1,2,2
5000,146,1961,248,34.56715237,-9.19950758,7,4390,4,11,4,92,360,65,2,10,2,1993,4,2,1,11,5,3,1,7,3,2,2,7,5,2,2,2
0,631,50,715,39.86883767,-10.1166421,8,7278,8,18,2,48,1423,1,1,3,1,2009,9,6,2,4,3,1,3,7,3,4,4,6,4,2,5,4
7,245,1566,119,37.22796695,-3.18997512,6,6745,7,3,5,17,893,100,2,9,2,2008,4,2,1,10,5,5,6,7,3,2,2,9,7,1,2,2
0,216,415,266,38.06992614,-10.88283787,8,2646,13,90,63,88,797,143,2,7,2,1985,9,6,2,8,5,1,3,7,3,2,2,8,6,1,5,4
1000,423,1174,212,31.17223368,-6.31854312,3,3989,16,15,1,76,1291,3000,2,7,2,2009,5,3,2,8,5,4,2,5,5,2,2,4,1,1,5,4
50,966,1361,659,36.57138212,-3.36832089,1,7195,1,2,2,1,1040,200,2,10,2,2012,14,11,6,11,5,5,6,7,3,2,2,4,1,1,3,2
0,513,938,597,35.38318825,-10.73089531,8,4747,17,10,2,112,909,0,2,7,2,1987,4,2,1,8,5,1,3,7,3,2,2,7,5,2,2,2
0,146,359,205,37.36909266,-11.49460485,8,7716,17,10,1,121,1096,1,2,7,1,1988,15,12,2,8,5,6,4,7,3,2,2,4,1,1,5,4
0,251,1514,248,38.47904495,-4.7753994,6,4698,21,4,1,53,1120,1,2,7,2,1972,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
0,251,-11,112,38.85519619,-8.01327017,7,7011,15,60,53,100,1913,1,2,7,2,1974,4,2,1,8,5,1,3,7,3,1,1,4,1,1,3,2
300,321,789,248,29.79191723,-5.31977025,4,3865,6,16,3,32,1820,230,1,7,2,2006,4,2,1,8,5,4,2,7,3,4,4,9,7,1,3,2
20,276,1159,336,36.88893037,-3.36522478,6,7784,1,2,7,66,941,120,2,7,2,2006,7,11,6,8,5,5,6,7,3,3,3,7,5,2,2,2
500,678,2102,10,34.63388225,-9.35970814,7,1198,4,11,4,92,360,50,2,7,2,2008,4,2,1,11,5,4,2,7,3,2,2,9,7,1,2,2
250,690,1336,764,30.17924373,-4.24590309,4,6940,6,16,2,29,56,950,2,8,2,2002,10,7,4,10,5,4,2,4,4,2,2,9,7,1,6,5
2000,812,1676,898,31.22217417,-7.52883263,3,4392,16,15,3,93,134,450,2,7,1,2003,15,12,2,8,5,3,1,5,5,2,2,4,1,1,5,4
0,248,634,298,36.91678169,-7.44263086,7,7533,12,5,1,37,1136,300,2,7,2,1985,10,7,4,8,5,1,3,7,3,2,2,8,6,1,5,4
50,221,115,273,39.73844033,-10.22393219,8,5097,8,80,23,48,1227,1,1,7,1,1979,7,11,6,8,5,5,6,7,3,2,2,9,7,1,3,2
0,744,1315,825,36.80266598,-3.35251189,6,6779,1,2,7,66,1673,350,2,10,1,2013,4,2,1,11,5,7,7,7,3,3,3,6,4,2,3,2
250,251,2342,157,33.96048216,-9.23812198,2,8211,4,11,3,56,367,0,2,7,1,1986,4,2,1,8,5,4,2,7,3,2,2,9,7,1,7,6
0,794,-28,871,39.14794378,-8.14273903,7,7175,15,60,53,100,184,1,2,6,2,2007,8,5,3,6,1,1,3,7,3,2,2,4,1,1,3,2
0,718,1126,248,31.016519,-6.30914802,3,4842,16,15,1,76,446,150,1,7,2,1988,5,3,2,8,5,6,4,5,5,2,2,4,1,1,5,4
0,251,1752,248,34.81455575,-8.97919017,7,7144,4,11,4,92,1312,250,2,7,1,1976,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
100,344,406,401,38.80424195,-10.29709575,8,691,8,8,3,86,1253,450,2,7,2,2006,5,3,2,8,5,5,6,5,5,2,2,4,1,1,5,4
50,893,-12,973,40.07099533,-10.21170036,8,202,13,99,1,78,1477,100,2,7,2,2012,14,11,6,8,5,5,6,7,3,2,2,4,1,1,2,2
100,892,2287,157,34.06300039,-9.20221873,2,8211,4,11,3,56,735,0,2,7,2,2007,4,2,1,8,5,4,2,7,3,2,2,9,7,1,2,2
20,224,324,275,39.56693681,-10.731952699999999,8,7651,13,9,4,117,1143,270,2,9,2,1982,14,11,6,8,5,5,6,7,3,2,2,4,1,1,2,2
0,375,887,435,37.67811681,-3.34966687,6,2458,7,3,1,97,933,1,2,1,2,2003,4,2,1,1,1,4,2,7,3,3,3,9,7,1,2,2
0,966,1560,162,36.83215701,-3.31409261,6,6674,1,2,7,66,1804,55,2,7,2,1986,4,2,1,8,5,7,7,7,3,3,3,9,7,1,2,2
5000,964,769,222,30.40010367,-6.73828066,4,5291,16,15,1,76,327,250,2,8,2,2012,10,7,4,9,1,3,1,7,3,2,2,4,1,1,2,2
30,659,172,1080,38.35462767,-6.64237464,9,4511,15,6,1,4,137,18,1,10,2,2011,7,11,6,5,1,5,6,7,3,2,2,7,5,2,2,2
0,964,1676,1070,35.46042035,-3.6690120000000004,1,914,9,21,3,64,1024,1,2,7,2,2012,14,11,6,8,5,1,3,7,3,2,2,4,1,1,3,2
2000,146,1382,203,36.11223405,-7.57026056,7,1251,4,11,7,35,357,60,2,7,2,2010,4,2,1,8,5,3,1,7,3,2,2,7,5,2,2,2
0,423,1156,248,31.17405164,-6.37889117,3,4579,16,15,1,76,1563,57,1,8,2,1989,10,7,4,9,1,1,3,7,3,4,4,2,1,1,7,6
0,174,-13,248,38.88158743,-5.73177275,6,4579,21,4,5,96,1196,450,2,7,1,2008,9,6,2,8,5,1,3,5,5,2,2,8,6,1,5,4
5000,718,1146,222,32.49152941,-6.75215791,4,1384,16,15,1,76,355,120,2,7,2,1988,5,3,2,8,5,3,1,7,3,3,3,4,1,1,5,4
0,676,61,619,39.24126903,-7.18381043,9,989,15,6,4,70,1075,400,2,7,1,2008,14,11,6,8,5,1,3,7,3,2,2,4,1,1,2,2
0,187,1134,248,37.13828041,-4.07583306,6,3842,9,21,4,109,1422,200,2,7,2,1996,4,2,1,8,5,7,7,7,3,2,2,9,7,1,7,6
20,374,0,248,37.56375767,-5.43051682,6,3116,21,4,7,34,775,1,2,7,1,2008,7,11,6,8,5,5,6,5,5,3,3,4,1,1,2,2
250,349,1609,410,30.03653042,-4.43972315,4,6867,6,16,2,29,1323,650,2,8,2,1999,4,2,1,10,5,4,2,7,3,2,2,9,7,1,2,2
100,1,-11,1,39.11304695,-6.58964961,9,5306,2,7,1,39,1091,412,2,7,1,2010,14,11,6,8,5,5,6,7,3,2,2,4,1,1,2,2
0,964,1110,306,37.09869697,-5.71352991,9,5170,9,21,5,42,1821,1,2,7,2,2006,14,11,6,8,5,1,3,7,3,2,2,4,1,1,3,2
30,251,155,226,39.28638578,-10.31885452,8,5532,8,80,23,48,1619,67,1,10,1,2010,4,2,1,11,5,5,6,7,3,3,3,7,5,2,3,2
4700,92,1250,110,35.23376691,-9.09991636,7,4240,4,11,4,92,330,55,2,7,2,1986,4,2,1,8,5,3,1,7,3,2,2,7,5,2,2,2
0,974,1381,1082,34.3287402,-2.98391271,5,7716,18,17,1,6,1125,1000,2,11,1,2008,9,6,2,12,5,1,3,7,3,2,2,8,6,1,5,4
6,95,1690,248,37.45025478,-3.27956924,6,4309,7,3,4,74,690,60,2,9,2,2008,4,2,1,10,5,5,6,7,3,2,2,9,7,1,2,2
0,513,997,248,35.48445788,-10.62277295,2,6314,17,10,2,112,999,0,2,7,2,2003,4,2,1,8,5,6,4,7,3,2,2,7,5,2,2,2
1000,971,1194,689,33.5170109,-2.09566148,5,4044,10,20,4,11,1496,700,2,11,2,2005,1,1,2,12,5,3,1,5,5,2,2,4,1,1,5,4
0,224,300,275,39.55225685,-10.68289247,8,3989,13,9,4,117,883,1,2,9,2,1982,14,11,6,8,5,1,3,7,3,4,4,4,1,1,2,2
50,334,68,389,39.46003296,-10.23272106,8,7125,8,80,23,48,1630,213,2,7,1,2006,14,11,6,8,5,5,6,7,3,2,2,7,5,2,3,2
50,176,2087,233,35.42566327,-4.22898383,1,115,9,21,1,3,19,210,2,9,2,1998,8,5,3,10,5,5,6,7,3,2,2,9,7,1,2,2
500,251,1726,248,34.89351899,-9.06207118,7,5532,4,11,4,92,301,250,2,9,1,2007,4,2,1,10,5,6,4,7,3,2,2,9,7,1,2,2
500,893,579,972,37.17423236,-11.22408168,8,7310,17,10,1,121,1074,1,2,7,1,1999,15,12,2,8,5,4,2,7,3,2,2,4,1,1,5,4
500,835,589,908,37.02843476,-10.80091775,8,8158,17,10,1,121,1038,1,2,7,1,2001,13,8,2,8,5,4,2,7,3,3,3,4,1,1,5,4
2000,893,519,972,36.98061413,-11.469952699999999,8,5537,17,10,1,121,1433,1,2,7,1,1999,15,12,2,8,5,3,1,7,3,2,2,4,1,1,5,4
0,509,846,359,35.07020487,-5.85921451,1,4963,19,13,3,57,157,450,2,7,1,1974,8,5,3,8,5,1,3,7,3,2,2,4,1,1,3,2
20,251,1013,248,36.81235152,-3.48393955,6,4315,1,2,2,1,1494,150,2,7,2,2009,4,2,1,8,5,5,6,7,3,3,3,9,7,1,2,2
0,844,695,917,36.15986356,-10.27521236,7,634,17,10,5,87,1117,800,2,11,1,1994,10,7,4,12,5,6,4,7,3,2,2,8,6,1,7,6
30,321,1039,378,35.33594326,-3.51231126,1,5347,1,24,30,28,986,500,2,7,2,1998,4,2,1,8,5,5,6,7,3,2,2,7,5,2,2,2
25,206,495,260,38.08378537,-4.43391652,6,1965,7,3,3,102,1493,250,2,8,2,2011,4,2,1,8,5,5,6,7,3,2,2,7,5,2,2,2
1000,593,1292,811,30.56106497,-3.62129213,4,6947,6,16,1,31,402,500,2,7,1,1990,4,2,1,8,5,3,1,7,3,2,2,9,7,1,3,2
0,251,1792,303,35.72394069,-8.1079304,7,1760,4,11,7,35,1875,1,2,7,2,2005,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
30,206,467,260,38.06909306,-4.56032623,6,3414,7,3,3,102,22,240,2,8,2,2011,14,11,6,8,5,5,6,7,3,2,2,4,1,1,2,2
0,795,1006,248,35.33561613,-10.45814253,2,3644,17,10,2,112,622,0,2,7,2,1984,4,2,1,8,5,6,4,7,3,1,1,9,7,1,2,2
0,251,290,248,36.12720094,-8.31332853,7,4642,12,5,3,36,1099,45,2,1,2,2003,4,2,1,8,5,1,3,7,3,3,3,7,5,2,7,6
20,326,-7,735,38.82112135,-7.91548673,7,6880,15,60,53,100,1180,1,1,7,2,2010,9,6,2,8,5,5,6,7,3,3,3,8,6,1,5,4
0,224,229,275,39.63851132,-10.89580951,8,5396,13,9,4,117,1049,560,2,9,2,1982,14,11,6,8,5,1,3,7,3,1,1,4,1,1,3,2
3000,893,543,972,36.9853428,-11.46136172,8,1545,17,10,1,121,1433,1,2,7,2,1999,15,12,2,8,5,3,1,7,3,2,2,4,1,1,5,4
450,245,1556,119,37.20344988,-3.19991046,6,3369,7,3,5,17,895,50,2,9,2,1995,4,2,1,10,5,2,5,7,3,2,2,9,7,1,3,2
5,94,1270,248,37.27345755,-3.24333784,6,882,7,3,4,74,583,30,1,9,2,2007,4,2,1,10,5,5,6,7,3,2,2,7,5,2,2,2
0,514,1608,162,29.75774301,-4.62940819,4,2382,6,16,3,32,481,230,2,7,2,2009,4,2,1,8,5,7,7,7,3,2,2,9,7,1,2,2
200,893,1332,248,34.75191221,-8.75528804,7,7017,4,11,4,92,1729,65,2,7,1,1980,4,2,1,8,5,6,4,7,3,2,2,7,5,2,2,2
50,385,703,445,36.95087886,-11.31536771,8,6591,17,10,1,121,1008,1,2,7,1,2011,14,11,6,8,5,5,6,7,3,2,2,4,1,1,3,2
0,844,1169,917,30.35255658,-5.69174179,4,92,16,15,1,76,1157,270,2,8,2,1984,10,7,4,9,1,1,3,7,3,2,2,4,1,1,5,4
0,416,1156,486,37.08629789,-3.23532498,6,6660,7,3,7,107,1778,1,2,9,2,2002,4,2,1,10,5,4,2,7,3,2,2,9,7,1,2,2
500,773,1526,853,34.74953429,-8.84196291,7,106,4,11,4,92,343,52,2,10,2,2011,4,2,1,11,5,4,2,7,3,2,2,7,5,2,2,2
600,321,829,248,29.74811133,-4.89847502,4,2196,6,16,3,32,1784,150,2,11,2,2009,4,2,1,8,5,4,2,7,3,2,2,7,5,2,3,2
250,593,1453,679,29.92257215,-4.44061561,4,5764,6,16,2,29,434,520,2,8,2,1991,4,2,1,8,5,4,2,7,3,3,3,7,5,2,2,2
0,166,343,248,37.88258759,-6.89502713,9,5714,12,5,2,72,684,1,2,7,2,1996,15,12,2,8,5,7,7,8,6,1,1,8,6,1,5,4
0,125,1104,162,36.85859983,-3.39414965,6,7769,1,2,7,66,1895,69,2,7,2,2012,4,2,1,8,5,7,7,7,3,2,2,9,7,1,2,2
0,678,1613,747,36.03397196,-8.13240148,7,6137,4,11,7,35,279,50,2,7,2,2004,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
0,251,1439,212,30.71289999,-3.5467707,4,7384,6,16,1,31,1155,1,2,7,1,2010,5,3,2,8,5,7,7,7,3,2,2,4,1,1,5,4
0,423,344,490,39.10651503,-10.84796768,8,7167,13,90,33,58,853,1,2,7,1,2008,4,2,1,8,5,7,7,7,3,1,1,9,7,1,7,6
50,174,309,331,38.48109622,-5.29484185,6,5989,21,4,6,19,1751,300,2,7,2,2010,14,11,6,8,5,5,6,7,3,3,3,7,5,2,2,2
50,593,1803,678,31.61267225,-7.94806529,4,6079,16,15,4,115,1058,5500,1,2,2,1984,5,3,2,2,2,5,6,7,3,2,2,4,1,1,5,4
2400,35,927,48,35.18804405,-7.7802647,7,4601,4,11,1,25,282,1,2,7,2,2001,4,2,1,8,5,3,1,7,3,1,1,9,7,1,2,2
0,235,369,286,38.62436903,-10.76526208,8,7906,13,90,33,58,1436,1,2,7,2,1985,10,7,4,8,5,7,7,5,5,1,1,8,6,1,7,6
1000,97,2195,121,34.47696934,-9.35474492,2,4952,4,11,4,92,303,50,2,7,2,1995,4,2,1,8,5,3,1,7,3,2,2,9,7,1,2,2
0,251,245,248,38.70973981,-5.11653199,6,3297,21,4,3,81,1557,80,2,7,1,1975,4,2,1,8,5,1,3,7,3,3,3,9,7,1,2,2
50,146,-23,196,39.00201731,-6.48436002,9,2342,15,6,1,4,1953,50,2,1,2,1993,7,11,6,5,1,5,6,7,3,2,2,7,5,2,2,2
0,499,0,248,39.12080587,-4.71698612,6,7827,21,4,8,69,206,1,2,7,2,1973,14,11,6,8,5,1,3,7,3,2,2,5,3,3,2,2
0,251,926,248,37.34040012,-3.31337459,6,7280,7,3,4,74,1892,125,1,9,2,1972,4,2,1,10,5,1,3,7,3,3,3,9,7,1,2,2
250,593,1362,679,30.10083628,-4.5941870400000004,4,405,6,16,2,29,1714,1,2,8,2,1989,4,2,1,10,5,4,2,7,3,3,3,7,5,2,3,2
500,893,1551,248,34.61780182,-9.01899062,7,825,4,11,4,92,1907,75,2,10,2,1978,4,2,1,11,5,4,2,7,3,2,2,7,5,2,2,2
0,328,-16,376,38.89619065,-6.44173467,9,6606,15,6,1,4,923,1483,1,3,1,2007,5,3,2,4,3,1,3,7,3,2,2,8,6,1,5,4
0,251,568,806,37.49659749,-6.95914391,9,5479,12,5,6,84,1200,1,2,7,2,1974,4,2,1,8,5,1,3,7,3,2,2,7,5,2,2,2
500,58,2021,988,34.80949734,-9.48570864,7,7509,4,11,4,92,1917,15,2,7,1,2003,14,11,6,8,5,4,2,7,3,2,2,7,5,2,2,2
20,455,1234,526,37.025943100000006,-3.22319094,6,4067,7,3,7,107,1778,1,2,9,2,2001,4,2,1,10,5,4,2,7,3,2,2,9,7,1,2,2
0,251,1156,306,37.73493216,-4.0213001,6,8336,7,3,3,102,1542,350,2,8,2,2012,4,2,1,5,1,1,3,7,3,3,3,9,7,1,2,2
0,136,1135,248,30.25494364,-4.72164109,4,1618,6,16,2,29,1714,500,2,8,1,2003,10,7,4,8,5,1,3,7,3,2,2,6,4,2,2,2
50,893,-19,973,40.016555700000005,-10.20151081,8,5442,13,99,1,78,1477,80,2,7,2,1985,14,11,6,8,5,5,6,7,3,2,2,4,1,1,3,2
0,375,833,435,37.63816762,-3.37655395,6,2201,7,3,1,97,979,1,2,1,2,2003,4,2,1,1,1,4,2,7,3,3,3,9,7,1,2,2
10,245,1210,119,37.19565395,-3.25261369,6,3364,7,3,5,17,1016,150,2,9,2,2001,4,2,1,10,5,5,6,7,3,2,2,9,7,1,2,2
0,369,1495,248,30.87901715,-3.11446206,4,1995,6,16,1,31,1320,250,2,7,1,1996,4,2,1,2,2,7,7,7,3,3,3,6,4,2,2,2
500,166,739,806,37.44556058,-7.03107682,9,1772,12,5,6,84,1107,150,2,7,2,1981,15,12,2,8,5,4,2,7,3,2,2,8,6,1,5,4
0,440,1499,513,37.1267794,-3.18402556,6,2896,7,3,7,107,1780,1,2,9,2,1999,4,2,1,10,5,4,2,7,3,2,2,9,7,1,2,2
0,12,331,12,38.3695234,-9.94338793,8,2955,8,80,43,50,558,350,1,7,2,2005,9,6,2,4,3,7,7,7,3,2,2,6,4,2,5,4
0,844,1232,917,31.33885227,-6.3259798,3,1990,16,15,1,76,539,300,2,7,2,1985,5,3,2,8,5,1,3,7,3,3,3,4,1,1,5,4
60,1,60,1,39.09592246,-7.03591527,9,5521,2,7,2,21,141,240,2,11,1,2010,14,11,6,12,5,5,6,7,3,2,2,4,1,1,2,2
5,245,1300,119,37.19938465,-3.23254075,6,4769,7,3,5,17,1016,35,2,9,2,1999,4,2,1,10,5,5,6,7,3,2,2,9,7,1,2,2
5000,591,1834,248,31.32579762,-7.651536800000001,3,4368,16,15,3,93,134,600,2,7,1,1983,5,3,2,8,5,3,1,7,3,2,2,4,1,1,5,4
500,15,1700,248,34.74996504,-8.9857146,7,3582,4,11,4,92,1312,65,2,7,1,2008,4,2,1,8,5,4,2,7,3,2,2,9,7,1,2,2
5000,385,599,445,37.18285607,-11.03679667,8,5744,17,10,1,121,594,1,2,7,1,2009,13,8,2,8,5,3,1,7,3,2,2,4,1,1,5,4
50,758,1449,839,34.44422466,-4.491047900000001,1,8151,19,13,1,24,783,369,2,10,2,2010,8,5,3,11,5,5,6,7,3,3,3,4,1,1,3,2
0,659,10,555,39.23985075,-7.1716552,9,3023,15,6,4,70,1075,150,2,7,1,2007,10,7,4,8,5,1,3,7,3,2,2,8,6,1,7,6
0,21,337,473,37.61420333,-6.14206859,9,2428,12,5,6,84,201,50,2,7,2,2009,9,6,2,8,5,1,3,5,5,3,3,8,6,1,5,4
10,165,435,219,37.14057315,-6.78485309,9,5097,12,5,1,37,644,100,2,7,2,1998,14,11,6,12,5,5,6,7,3,2,2,4,1,1,2,2
500,15,1704,248,34.90576573,-9.02140465,7,6372,4,11,4,92,301,40,2,7,1,2008,4,2,1,8,5,4,2,7,3,2,2,9,7,1,2,2
0,647,286,423,38.92826736,-7.14177278,9,7784,15,60,33,40,585,1,2,4,2,2008,4,2,1,5,1,1,3,7,3,3,3,6,4,2,3,2
0,732,1550,126,38.36926858,-4.750721400000001,6,3048,21,4,1,53,767,1,2,7,2,2000,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
0,704,2338,157,34.28106824,-9.27243684,2,3659,4,11,3,56,988,0,2,7,1,2002,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
1500,678,2054,747,34.58650335,-9.28567929,7,1358,4,11,4,92,303,50,2,7,1,2006,4,2,1,8,5,3,1,7,3,2,2,9,7,1,2,2
500,251,2024,248,36.65221934,-3.21943983,1,2056,1,2,2,1,1652,150,2,7,2,1990,4,2,1,8,5,6,4,7,3,3,3,9,7,1,2,2
2000,4,1047,248,35.77092872,-10.48082363,2,8129,17,10,5,87,1277,150,2,7,1,1990,4,2,1,8,5,7,7,7,3,3,3,7,5,2,2,2
0,401,1683,470,35.27618386,-8.07894262,7,1708,4,11,1,25,1943,595,2,7,2,1996,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
0,146,1314,917,30.61591203,-3.56543807,4,6233,6,16,1,31,91,230,2,7,1,2005,9,6,2,8,5,7,7,7,3,3,3,8,6,1,5,4
0,118,1275,953,30.88258832,-3.18826223,4,2214,6,16,1,31,1320,210,2,7,1,2012,9,6,2,8,5,7,7,5,5,2,2,8,6,1,5,4
0,217,283,268,38.64424583,-10.13604952,8,6208,8,8,3,86,674,261,2,7,1,1983,10,7,4,8,5,1,3,1,1,3,3,8,6,1,7,6
5000,146,2005,248,34.60452292,-9.23311264,7,2743,4,11,4,92,360,53,2,10,2,1993,4,2,1,11,5,3,1,7,3,2,2,7,5,2,3,2
0,223,467,274,37.90820992,-9.94484582,8,8129,8,80,43,50,991,250,1,7,2,1982,10,7,4,8,5,1,3,7,3,1,1,5,3,3,7,6
0,217,133,270,39.02632081,-9.81071468,8,1000,8,80,53,99,1445,650,2,7,1,1986,9,6,2,8,5,1,3,5,5,3,3,8,6,1,5,4
1200,146,552,205,37.16980936,-10.83346212,8,5021,17,10,1,121,802,1,2,7,1,1995,5,3,2,8,5,3,1,7,3,2,2,4,1,1,5,4
0,835,36,908,39.666667,-9.55913368,8,2969,8,80,23,48,634,1,1,7,1,2009,10,7,4,8,5,1,3,7,3,3,3,4,1,1,5,4
0,224,293,275,39.55099787,-10.68795964,8,6121,13,9,4,117,883,1,2,9,2,1982,14,11,6,8,5,1,3,7,3,4,4,4,1,1,2,2
50,659,-9,195,38.86269837,-6.52403322,9,578,15,6,1,4,1949,10,2,1,2,2008,8,5,3,5,1,5,6,7,3,2,2,7,5,2,2,2
300,166,262,248,36.96949022,-7.67602192,7,4975,12,5,3,36,590,165,2,1,2,1995,4,2,1,8,5,4,2,7,3,3,3,7,5,2,2,2
0,224,301,275,39.51104047,-10.51674441,8,6294,13,9,4,117,825,250,2,9,2,1982,14,11,6,8,5,1,3,7,3,1,1,4,1,1,3,2
0,964,1349,412,30.6699402,-3.54668643,4,442,6,16,1,31,91,120,2,7,1,2013,14,11,6,8,5,7,7,7,3,2,2,10,3,3,3,2
2000,795,1012,873,35.66915039,-10.38503461,2,6251,17,10,2,112,247,0,2,7,2,2009,5,3,2,8,5,3,1,7,3,4,4,8,6,1,5,4
0,511,1677,596,35.094677000000004,-9.56724299,2,1693,4,11,4,92,598,30,2,7,1,1998,4,2,1,8,5,1,3,7,3,2,2,9,7,1,2,2
2000,146,1442,203,35.85245738,-7.73475008,7,2428,4,11,7,35,378,100,2,7,2,1984,4,2,1,8,5,3,1,7,3,2,2,7,5,2,2,2
